Code,HeroId,LocId,Text,Action,Text RU,Action RU,Text UK,Action UK,Image,Link
2602,hero2,loc08,"Brand picks at the knot, but the leather strap is tied tight.
""It's gonna take something sharp to cut through it.""",,"Брэнд ковыряет узел, но кожаный ремешок завязан туго.
«Понадобится что-то острое, чтобы его разрезать».",,"Бренд длубає вузол, але шкіряний ремінець зав'язаний туго.
«Знадобиться щось гостре, щоб його розрізати».",,,
2643,hero2,loc05,"Brand grabs the drawbridge to pull it down even faster.
""Come on, everyone!"" he shouts above the sound of falling rocks.
""I can't hold this... much... longer...""","Move Mikey, Mouth, Data, and Stef to map Q. 
Read entry 4666.","Брэнд хватается за подъемный мост, чтобы опустить его еще быстрее.
«Давайте, все!» — кричит он сквозь шум падающих камней.
«Я не смогу удерживать это... намного... дольше...»","Переместите Майки, Маута, Дату и Стеф на карту Q. 
Прочитайте запись 4666.","Бренд хапається за підйомний міст, щоб опустити його ще швидше.
«Давайте, всі!» — кричить він крізь шум каміння, що падає.
«Я не зможу втримувати це... набагато... довше...»","Перемістіть Майкі, Маута, Дату і Стеф на мапу Q. 
Прочитайте запис 4666.",,
2650,hero2,loc09,All of the ciphers throughout the caves lead Mouth to draw a picture of a Cat. This means that One-Eyed Willy wants to keep the coin with the engraving of a Cat on it for himself.,,"Все шифры в пещерах приводят Маута к тому, что он рисует кошку. Это означает, что Одноглазый Вилли хочет оставить себе монету с гравировкой кошки.",,"Усі шифри в печерах призводять Маута до того, що він малює кішку. Це означає, що Одноокий Віллі хоче залишити собі монету з гравіюванням кішки.",,,
2654,hero2,loc08,"Have you been instructed to open The Goondocks envelope yet? If not, continue exploring and come back here when you have opened The Goondocks envelope. If you have opened it, then proceed to 2999.",,"Вам уже было поручено открыть конверт Гундокс? Если нет, продолжайте исследовать и вернитесь сюда, когда откроете конверт Гундокс. Если вы его открыли, то переходите к 2999.",,"Вам уже було доручено відкрити конверт Гундокс? Якщо ні, продовжуйте досліджувати і поверніться сюди, коли відкриєте конверт Гундокс. Якщо ви його відкрили, то переходьте до 2999.",,,
2800,hero2,,Have Andy use the dynamite with the rock (4099).,,Пусть Энди использует динамит с камнем (4099).,,Нехай Енді використає динаміт з каменем (4099).,,,
2802,hero2,loc08,"Brand searches for a way out. He feels around the edges of the bat etching, looking for something to grip, but he can't find a lever or anything to pick up.",,"Брэнд ищет выход. Он ощупывает края гравюры с летучей мышью в поисках чего-нибудь, за что можно было бы ухватиться, но не может найти ни рычага, ни чего-либо, что можно было бы поднять.",,"Бренд шукає вихід. Він обмацує краї гравюри з кажаном у пошуках чого-небудь, за що можна було б вхопитися, але не може знайти ні важеля, ні чого-небудь, що можна було б підняти.",,,
2888,hero2,loc08,"Following Mouth's request, Brand grabs the shiny object off the ground.
""Hey! This is a really old lighter.""
Brand gives it a try, producing a small but steady flame.
""Wow, it still works!""",Reveal card 35.,"По просьбе Маута Брэнд хватает с земли блестящий предмет.
«Эй! Это очень старая зажигалка». Брэнд пробует ее зажечь, вызывая небольшое, но устойчивое пламя.
«Ух ты, она все еще работает!»",Откройте карту 35.,"На прохання Маута Бренд хапає з землі блискучий предмет.
«Гей! Це дуже стара запальничка». Бренд пробує її запалити, викликаючи невелике, але стійке полум'я.
«Ух ти, вона все ще працює!»",Відкрийте картку 35.,,
2999,hero2,loc08,"""Look at this, you see what I found?"" announces Mikey, exploring the cave floor. He pulls on something, revealing a wire that was hidden in the sand. Suddenly, there's a click from above. Looking around, he spies a large blade swinging back and forth above their heads.
""Freeze! Don't move!"" he warns.
""What?"" asks Data, unaware of just how much danger everyone is in.
""Freeze!"" says Mikey. Data looks up and notices several boulders, the same size as the one that crushed Chester Copperpot, swaying precariously.
""Let's go!"" yells Stef, as the boulders fall, crashing to the ground and sending tremors throughout the entire cave. The way back is now blocked by the fallen rocks and there's no exit in sight! Just then, Brand spies a rock covering something.
""Wait, wait, wait,""
Brand cautions, holding everyone back.
""Listen. Sounds like somebody's down there,""
Brand says, putting his ear to the gap.
""Shut up and listen."" ""Maybe it's a way out,"" says Andy.
""Maybe it's the Fratellis,"" says Stef.
""Maybe Chunk found the police,"" says Data.
""Maybe it's another one of Willy's booby traps,"" says Mouth. Brand grits his teeth and lifts the rock, rolling it to the side. Little by little, the rock shifts and Brand feels movement in the air.
""Hello?"" he calls out. Suddenly a stream of bats come flying out from the other side! Everyone shields their eyes, screaming as they're buffeted from all directions by leathery wings.
""They're in my hair!"" shriek both Andy and Mikey.
""Rabies! Rabies! We're gonna get rabies!"" cries Stef, panicking.
""Sit! Sit!"" screams Mouth as he waves his arms wildly to protect his face, trying to command the bats as if they were dogs. Stef shoves Mouth through the hole to the other side and the rest of the gang follow. Just as they go through, they hear the Fratellis in the distance - the criminals are hot on their heels!","Reveal map C and attach it to the right of the boulders (map B). 
Move the Fratellis forward two spaces.","«Посмотрите на это, видите, что я нашел?» — объявляет Майки, исследуя дно пещеры. Он тянет за что-то, открывая провод, спрятанный в песке. Внезапно сверху раздается щелчок. Оглянувшись, он замечает большое лезвие, раскачивающееся взад и вперед над их головами.
«Замрите! Не двигайтесь!» — предупреждает он.
«Что?» — спрашивает Дата, не осознавая, в какой опасности все находятся.
«Замрите!» — говорит Майки. Дата смотрит вверх и замечает несколько валунов, такого же размера, как тот, что раздавил Честера Копперпота, которые опасно раскачиваются.
«Пошли!» — кричит Стеф, когда валуны падают, с грохотом ударяясь о землю и вызывая дрожь по всей пещере. Путь назад теперь заблокирован упавшими камнями, а выхода не видно! В этот момент Брэнд замечает камень, закрывающий что-то.
«Подождите, подождите, подождите», — предостерегает Брэнд, сдерживая всех.
«Послушайте. Звучит так, будто там внизу кто-то есть», — говорит Брэнд, прикладывая ухо к щели.
«Заткнитесь и слушайте».
«Может быть, это выход», — говорит Энди.
«Может быть, это Фрателли», — говорит Стеф.
«Может быть, Чанк нашел полицию», — говорит Дата.
«Может быть, это еще одна из ловушек Вилли», — говорит Маут. Брэнд стискивает зубы и поднимает камень, откатывая его в сторону. Мало-помалу камень сдвигается, и Брэнд чувствует движение воздуха.
«Эй?» — кричит он. Внезапно с другой стороны вылетает стая летучих мышей! Все закрывают глаза, крича, так как со всех сторон на них обрушиваются кожистые крылья.
«Они у меня в волосах!» — визжат Энди и Майки.
«Бешенство! Бешенство! Мы заразимся бешенством!» — кричит Стеф в панике.
«Сидеть! Сидеть!» — кричит Маут, дико размахивая руками, чтобы защитить лицо, пытаясь командовать летучими мышами так, словно они собаки. Стеф проталкивает Маута через дыру на другую сторону, и остальная часть банды следует за ними. Как только они проходят, они слышат Фрателли вдалеке — преступники наступают им на пятки!","Откройте карту C и присоедините ее справа от валунов (карта B). 
Передвиньте Фрателли вперед на две клетки.","«Подивіться на це, бачите, що я знайшов?» — оголошує Майкі, досліджуючи дно печери. Він тягне за щось, відкриваючи дріт, захований у піску. Раптом зверху лунає клацання. Озирнувшись, він помічає велике лезо, що розгойдується туди-сюди над їхніми головами.
«Замріть! Не рухайтеся!» — попереджає він.
«Що?» — запитує Дата, не усвідомлюючи, в якій небезпеці всі знаходяться.
«Замріть!» — каже Майкі. Дата дивиться вгору і помічає кілька валунів, такого ж розміру, як той, що розчавив Честера Копперпота, які небезпечно розгойдуються.
«Пішли!» — кричить Стеф, коли валуни падають, з гуркотом б'ючись об землю і викликаючи тремтіння по всій печері. Шлях назад тепер заблокований камінням, що впало, а виходу не видно! У цей момент Бренд помічає камінь, що закриває щось.
«Зачекайте, зачекайте, зачекайте», — застерігає Бренд, стримуючи всіх.
«Послухайте. Звучить так, ніби там внизу хтось є», — каже Бренд, прикладаючи вухо до щілини.
«Заткніться і слухайте».
«Можливо, це вихід», — каже Енді.
«Можливо, це Фрателлі», — каже Стеф.
«Можливо, Чанк знайшов поліцію», — каже Дата.
«Можливо, це ще одна з пасток Віллі», — каже Маут. Бренд зціплює зуби і піднімає камінь, відкочуючи його вбік. Помалу камінь зсувається, і Бренд відчуває рух повітря.
«Гей?» — кричить він. Раптом з іншого боку вилітає зграя кажанів! Всі закривають очі, кричачи, оскільки з усіх боків на них обрушуються шкірясті крила.
«Вони у мене у волоссі!» — верещать Енді та Майкі.
«Сказ! Сказ! Ми заразимося сказом!» — кричить Стеф у паніці.
«Сидіти! Сидіти!» — кричить Маут, дико розмахуючи руками, щоб захистити обличчя, намагаючись командувати кажанами так, немов вони собаки. Стеф проштовхує Маута через дірку на інший бік, і решта банди йде за ними. Щойно вони проходять, вони чують Фрателлі вдалині — злочинці наступають їм на п'яти!","Відкрийте мапу C і приєднайте її праворуч від валунів (мапа B). 
Пересуньте Фрателлі вперед на дві клітинки.",,
3101,hero3,loc03,"""That’s a Langstrom 7-inch Gangly Wrench,"" explains Mouth, looking at the markings on the tool.",,"«Это 7-дюймовый гаечный ключ Лэнгстрома», — объясняет Маут, глядя на маркировку на инструменте.",,"«Це 7-дюймовий гайковий ключ Ленгстрома», — пояснює Маут, дивлячись на маркування на інструменті.",,,
3102,hero3,loc08,"""I bet this guy has a lot of skeletons in his closet,"" says Mouth wryly, ""but there’s no way you’re gonna get me to go anywhere near him!"" ""Not even for that...?"" asks Andy, pointing at a piece of metal hanging from the skeleton’s neck.",,"«Бьюсь об заклад, у этого парня полно скелетов в шкафу, — криво усмехается Маут, — но вы ни за что не заставите меня подойти к нему!» «Даже ради этого...?» — спрашивает Энди, указывая на кусок металла, висящий на шее скелета.",,"«Б'юся об заклад, у цього хлопця повно скелетів у шафі, — криво посміхається Маут, — але ви нізащо не змусите мене підійти до нього!» «Навіть заради цього...?» — запитує Енді, вказуючи на шматок металу, що висить на шиї скелета.",,,
3103,hero3,loc04,Mouth is too busy looking at the items on the wall to concentrate on the floor.,,"Маут слишком занят рассматриванием предметов на стене, чтобы концентрироваться на полу.",,"Маут занадто зайнятий розгляданням предметів на стіні, щоб концентруватися на підлозі.",,,
3137,hero3,loc02,Mouth deciphers the etchings around the jug and learns that he has to draw 2 circles inside the other circle.,,"Маут расшифровывает гравюры вокруг кувшина и узнает, что ему нужно нарисовать 2 круга внутри другого круга.",,"Маут розшифровує гравюри навколо глечика і дізнається, що йому потрібно намалювати 2 кола всередині іншого кола.",,,
3138,hero3,,"""138 is ciento treinta y ocho in Spanish,""
Mouth states authoritatively.",,"«138 — это ciento treinta y ocho по-испански», — авторитетно заявляет Маут.",,"«138 — це ciento treinta y ocho іспанською», — авторитетно заявляє Маут.",,,
3150,hero3,loc03,Mouth can decipher each of the faucets to determine what they’re used for. How does that help you solve the puzzle?,,"Маут может расшифровать каждый из кранов, чтобы определить, для чего они используются. Как это поможет вам решить головоломку?",,"Маут може розшифрувати кожен із кранів, щоб визначити, для чого вони використовуються. Як це допоможе вам розв'язати головоломку?",,,
3152,hero3,,"""That would be ciento cincuenta y dos en Español,"" translates Mouth.",,"«Это будет ciento cincuenta y dos en Español», — переводит Маут.",,"«Це буде ciento cincuenta y dos en Español», — перекладає Маут.",,,
3198,hero3,,"""That’s really close to 138 - this would be ciento noventa y ocho,""
Mouth translates.
""See? The only difference is treinta and noventa.""",,"«Это очень близко к 138 — это будет ciento noventa y ocho», — переводит Маут.
«Видите? Единственная разница — treinta и noventa».",,"«Це дуже близько до 138 — це буде ciento noventa y ocho», — перекладає Маут.
«Бачите? Єдина різниця — treinta та noventa».",,,
3200,hero3,loc02,The 3 stones fit into the eyes and nose of the key. How do the stones need to be moved so that the key fits over the top of the stones?,,"3 камня помещаются в глаза и нос ключа. Как нужно сдвинуть камни, чтобы ключ наделся поверх них?",,"3 камені поміщаються в очі та ніс ключа. Як потрібно зсунути камені, щоб ключ надівся поверх них?",,,
3201,hero3,loc03,"""These look like water pipes,"" notes Mouth, pointing to them individually.
""Gas pipes... drainage... maybe... wait a minute! Shut up for a minute,"" he continues. He pauses to think.
""Okay, lookit. These pipes must lead to a building or something: a foundation. So maybe if we bang on 'em hard enough, if we make enough noise... don't bang on the gas or drainage pipes, though - we don't want to cause a gas explosion. We get enough of that from Chunk!""",Reveal card 5.,"«Они похожи на водопроводные трубы», — отмечает Маут, указывая на каждую по отдельности.
«Газовые трубы... канализация... может быть... подождите минуту! Заткнитесь на минуту», — продолжает он. Он делает паузу, чтобы подумать.
«Ладно, смотрите. Эти трубы должны вести к зданию или чему-то в этом роде: к фундаменту. Так что, возможно, если мы ударим по ним достаточно сильно, если мы поднимем достаточно шума... только не стучите по газовым или канализационным трубам — мы же не хотим устроить взрыв газа. Нам этого и от Чанка хватает!»",Откройте карту 5.,"«Вони схожі на водопровідні труби», — зазначає Маут, вказуючи на кожну окремо.
«Газові труби... каналізація... можливо... зачекайте хвилину! Заткніться на хвилину», — продовжує він. Він робить паузу, щоб подумати.
«Гаразд, дивіться. Ці труби повинні вести до будівлі або чогось подібного: до фундаменту. Тож, можливо, якщо ми вдаримо по них досить сильно, якщо ми здіймемо досить шуму... тільки не стукайте по газових або каналізаційних трубах — ми ж не хочемо влаштувати вибух газу. Нам цього і від Чанка вистачає!»",Відкрийте картку 5.,,
3202,hero3,loc08,"""Dude, I’m not touching anything near that body,""  Mouth says, refusing to go anywhere near the skeleton.",,"«Чувак, я не прикоснусь ни к чему рядом с этим телом», — говорит Маут, отказываясь подходить к скелету.",,"«Чувак, я не доторкнуся ні до чого поруч із цим тілом», — каже Маут, відмовляючись підходити до скелета.",,,
3203,hero3,loc04,"Mouth looks up from the map for a second.
""Sorry, I have no idea how to reach that. Why don’t you ask someone else! I’m busy with these strange etchings on the wall.""",,"Маут на секунду отрывает взгляд от карты.
«Простите, понятия не имею, как до этого добраться. Почему бы вам не спросить кого-нибудь другого! Я занят этими странными гравюрами на стене».",,"Маут на секунду відриває погляд від карти.
«Вибачте, уявлення не маю, як до цього дістатися. Чому б вам не запитати когось іншого! Я зайнятий цими дивними гравюрами на стіні».",,,
3210,hero3,loc16,"""Hey Mikey, here’s a cool shipwreck,""
Mouth points out.
""But I guess since it has steel ribs, it can’t be a pirate ship. It’s too new for that.""",,"«Эй, Майки, здесь классный затонувший корабль», — указывает Маут.
«Но я полагаю, раз у него стальные ребра, он не может быть пиратским. Он слишком новый для этого».",,"«Гей, Майкі, тут класний затонулий корабель», — вказує Маут.
«Але я гадаю, раз у нього сталеві ребра, він не може бути піратським. Він занадто новий для цього».",,,
3212,hero3,loc08,"""I think I’ve figured this out,""
Mouth says confidently.
""The bat etching helped me to decipher the scribbles and they told me to draw a circle. Does anyone have any paper?"" he asks.
""There’s a lot of room on the back of the map,"" says Mikey, offering it to Mouth.
""Just be careful not to damage it!""
Stef says, ""If you don’t know which end of the pen to use, I can help you draw it."" ""I’m gonna need to be on the lookout for more etchings like this because I think this is only one part of a set of instructions,"" says Mouth, determined to solve this puzzle.",,"«Кажется, я во всем разобрался», — уверенно говорит Маут.
«Гравюра с летучей мышью помогла мне расшифровать каракули, и они велели мне нарисовать круг. У кого-нибудь есть бумага?» — спрашивает он.
«На обратной стороне карты много места», — говорит Майки, предлагая ее Мауту.
«Только будь осторожен, не повреди ее!»
Стеф говорит: «Если ты не знаешь, каким концом ручки пользоваться, я могу помочь тебе нарисовать это».
«Мне нужно будет искать другие подобные гравюры, потому что я думаю, что это только одна часть набора инструкций», — говорит Маут, полный решимости решить эту головоломку.",,"«Здається, я в усьому розібрався», — впевнено каже Маут.
«Гравюра з кажаном допомогла мені розшифрувати карлючки, і вони веліли мені намалювати коло. У когось є папір?» — запитує він.
«На зворотному боці карти багато місця», — каже Майкі, пропонуючи її Мауту.
«Тільки будь обережний, не пошкодь її!»
Стеф каже: «Якщо ти не знаєш, яким кінцем ручки користуватися, я можу допомогти тобі намалювати це».
«Мені потрібно буде шукати інші подібні гравюри, тому що я думаю, що це тільки одна частина набору інструкцій», — каже Маут, сповнений рішучості розв'язати цю головоломку.",,,
3250,hero3,loc03,"Once Mouth learns that the middle pipe is the water pipe, follow this pipe on map tile A. The water pipe is pipe number 21. Have Andy use the wrench on this pipe (4921).",,"Как только Маут узнает, что средняя труба — водопроводная, проследите за ней на фрагменте карты A. Водопроводная труба — это труба номер 21. Пусть Энди использует гаечный ключ на этой трубе (4921).",,"Щойно Маут дізнається, що середня труба — водопровідна, прослідкуйте за нею на фрагменті карти A. Водопровідна труба — це труба номер 21. Нехай Енді використає гайковий ключ на цій трубі (4921).",,,
3257,hero3,loc17,"""Hey gang, I used the word ""keg"" to decipher this and the scribbles said something really kooky. It says that the picture I’ve been drawing is of One-Eyed Willy’s lucky animal. What the heck does that even mean?""
Mouth wonders, scratching his head.",,"«Эй, банда, я использовал слово «бочонок», чтобы расшифровать это, и каракули гласили о чем-то действительно чокнутом. Здесь сказано, что картинка, которую я рисовал, — это счастливое животное Одноглазого Вилли. Что, черт возьми, это вообще значит?» — недоумевает Маут, почесывая затылок.",,"«Гей, бандо, я використав слово «бочечка», щоб розшифрувати це, і карлючки свідчили про щось дійсно дивакувате. Тут сказано, що картинка, яку я малював, — це щаслива тварина Одноокого Віллі. Що, в біса, це взагалі означає?» — дивується Маут, чухаючи потилицю.",,,
3300,hero3,loc02,"Following the directions on the page from Chester’s journal, the stones can be moved to the 5, the 6, and the 9. Once there, the key can fit over the top of the stones!",,"Следуя указаниям на странице из дневника Честера, камни можно переместить на 5, 6 и 9. Как только они окажутся там, ключ сможет надеться поверх камней!",,"Дотримуючись вказівок на сторінці зі щоденника Честера, камені можна перемістити на 5, 6 і 9. Щойно вони опиняться там, ключ зможе надітися поверх каменів!",,,
3301,hero3,loc03,"""That writing on the lever means that this is where gas comes from. We might need one of those for Chunk’s butt!"" jokes Mouth.",,"«Надпись на рычаге означает, что отсюда поступает газ. Возможно, нам понадобится такой же для задницы Чанка!» — шутит Маут.",,"«Напис на важелі означає, що звідси надходить газ. Можливо, нам знадобиться такий самий для дупи Чанка!» — жартує Маут.",,,
3302,hero3,loc08,"Mouth looks at the rock but finds nothing to decipher. ""There’s nothing written on it,"" he says.",,"Маут смотрит на камень, но не находит ничего для расшифровки.
«На нем ничего не написано», — говорит он.",,"Маут дивиться на камінь, але не знаходить нічого для розшифровки.
«На ньому нічого не написано», — каже він.",,,
3303,hero3,loc04,"""Don’t bother me! Can’t you see I’m busy looking at all the etchings on this wall?"" says Mouth as he tries to decipher the images graven into the rocks.",,"«Не мешай мне! Разве ты не видишь, что я занят изучением всех гравюр на этой стене?» — говорит Маут, пытаясь расшифровать изображения, выгравированные на камнях.",,"«Не заважай мені! Хіба ти не бачиш, що я зайнятий вивченням усіх гравюр на цій стіні?» — каже Маут, намагаючись розшифрувати зображення, вигравіювані на камінні.",,,
3400,hero3,loc02,"Turn the key counterclockwise (""westward""), keeping the nose where it is, and the stones will shift to the 5, 8, and 9 on the card.",Have Mikey explore 589 (1589).,"Поверните ключ против часовой стрелки («на запад»), оставляя нос на прежнем месте, и камни сдвинутся к 5, 8 и 9 на карте.",Пусть Майки исследует 589 (1589).,"Поверніть ключ проти годинникової стрілки («на захід»), залишаючи ніс на колишньому місці, і камені зрушать до 5, 8 і 9 на карті.",Нехай Майкі досліджує 589 (1589).,,
3401,hero3,loc03,"""That spigot is connected to the water heater somewhere down the line,"" explains Mouth.",,"«Этот кран где-то дальше соединен с водонагревателем», — объясняет Маут.",,"«Цей кран десь далі з'єднаний з водонагрівачем», — пояснює Маут.",,,
3501,hero3,loc03,"""This valve is the shutoff for drainage,"" says Mouth.
""Do not bang on a pipe connected to this or we'll be wearing sewage!""",,"«Этот клапан перекрывает канализацию», — говорит Маут.
«Не стучите по трубе, соединенной с ним, иначе мы будем по уши в нечистотах!»",,"«Цей клапан перекриває каналізацію», — каже Маут.
«Не стукайте по трубі, з'єднаній з ним, інакше ми будемо по вуха в нечистотах!»",,,
3552,hero3,loc04,"Mouth scrutinizes the etching of the web and deciphers it using his skills.
""I've gotta draw what? Two triangles on top of this circle? I wonder why,"" he questions, putting pen to paper.",,"Маут внимательно изучает гравюру с паутиной и расшифровывает ее, используя свои навыки.
«Я должен нарисовать что? Два треугольника поверх этого круга? Интересно, зачем», — задается он вопросом, прикладывая ручку к бумаге.",,"Маут уважно вивчає гравюру з павутиною і розшифровує її, використовуючи свої навички.
«Я маю намалювати що? Два трикутники поверх цього кола? Цікаво, навіщо», — запитує він, прикладаючи ручку до паперу.",,,
3593,hero3,,Mouth translates the number of games played to quinientos noventa y tres.,,Маут переводит количество сыгранных игр как quinientos noventa y tres.,,Маут перекладає кількість зіграних ігор як quinientos noventa y tres.,,,
3601,hero3,loc03,"Mouth looks at the assortment of faucets and spigots and figures that, if he takes a closer look, he can figure out what each of them connects to.",Reveal card 21.,"Маут смотрит на ассортимент кранов и вентилей и понимает, что если присмотрится, то сможет выяснить, к чему подключен каждый из них.",Откройте карту 21.,"Маут дивиться на асортимент кранів і вентилів і розуміє, що якщо придивиться, то зможе з'ясувати, до чого підключений кожен із них.",Відкрийте картку 21.,,
3602,hero3,loc08,"""Old man Copperpot's journal must be full of secret messages and stuff,"" says Mouth, rubbing his hands together eagerly.
""If you can crack it open, you can crack those codes, Mouth,"" replies Stef.
""I don't think your wit is sharp enough to cut through that strap, though,"" she says wryly.",,"«Дневник старика Копперпота должен быть полон секретных посланий и прочего», — говорит Маут, с нетерпением потирая руки.
«Если ты сможешь его открыть, то сможешь взломать и эти коды, Маут», — отвечает Стеф.
«Однако не думаю, что твой ум достаточно остер, чтобы разрезать этот ремешок», — язвительно замечает она.",,"«Щоденник старого Копперпота має бути повен секретних послань і такого іншого», — каже Маут, з нетерпінням потираючи руки.
«Якщо ти зможеш його відкрити, то зможеш зламати і ці коди, Мауте», — відповідає Стеф.
«Проте не думаю, що твій розум достатньо гострий, щоб розрізати цей ремінець», — уїдливо зауважує вона.",,,
3653,hero3,loc18,"Mouth looks at the owl and the etchings surrounding it to decipher this sentence: ""Draw 1 triangle below the 2 circles.""",,"Маут смотрит на сову и гравюры вокруг нее, чтобы расшифровать это предложение: «Нарисуй 1 треугольник под 2 кругами».",,"Маут дивиться на сову і гравюри навколо неї, щоб розшифрувати це речення: «Намалюй 1 трикутник під 2 колами».",,,
3654,hero3,loc08,"""We almost missed seeing that rock with all the other stuff in the way,""
Mouth says.",,"«Мы чуть не пропустили этот камень из-за всех остальных вещей, которые мешали нам», — говорит Маут.",,"«Ми мало не пропустили цей камінь через усі інші речі, що заважали нам», — каже Маут.",,,
3802,hero3,loc08,"""Bats?"" questions Mouth, looking at the etchings.
""I hate bats! Wait,"" he says, squinting to look more carefully at the scribbles.
""I think these etchings are actually a clue... kind of like a visual cipher... I think someone's trying to tell us something... I bet if I can figure these etchings out, I can figure out what these scribbles say.""
Mouth climbs up on a boulder to get a closer look and spies something shiny on the ground.
""That might be something useful. Can you pick it up, Brand? I need to focus all my brain power on this picture,""
Mouth says, staring intently at the bat carved into the cave wall.
""B... a... t..."" mutters Mouth under his breath.","Reveal card 8. 
Read entry 2888.","«Летучие мыши?» — спрашивает Маут, глядя на гравюры.
«Я ненавижу летучих мышей! Подождите», — говорит он, щурясь, чтобы внимательнее рассмотреть каракули.
«Я думаю, что эти гравюры на самом деле являются подсказкой... вроде визуального шифра... Мне кажется, кто-то пытается нам что-то сказать... Бьюсь об заклад, если я смогу разгадать эти гравюры, то пойму, о чем говорят эти каракули». Маут взбирается на валун, чтобы рассмотреть все поближе, и замечает на земле что-то блестящее.
«Возможно, это что-то полезное. Можешь это поднять, Брэнд? Мне нужно сосредоточить всю мощь своего мозга на этом рисунке», — говорит Маут, пристально глядя на летучую мышь, вырезанную на стене пещеры.
«Б... а... т...» — бормочет Маут себе под нос.","Откройте карту 8. 
Прочитайте запись 2888.","«Кажани?» — запитує Маут, дивлячись на гравюри.
«Я ненавиджу кажанів! Зачекайте», — каже він, мружачись, щоб уважніше розглянути карлючки.
«Я думаю, що ці гравюри насправді є підказкою... на зразок візуального шифру... Мені здається, хтось намагається нам щось сказати... Б'юся об заклад, якщо я зможу розгадати ці гравюри, то зрозумію, про що говорять ці карлючки». Маут підіймається на валун, щоб розглянути все ближче, і помічає на землі щось блискуче.
«Можливо, це щось корисне. Можеш це підняти, Бренде? Мені потрібно зосередити всю міць свого мозку на цьому малюнку», — каже Маут, пильно дивлячись на кажана, вирізьбленого на стіні печери.
«Б... а... т...» — бурмоче Маут собі під ніс.","Відкрийте картку 8. 
Прочитайте запис 2888.",,
3855,hero3,loc19,"Mouth looks at the hen and the etchings surrounding it. He then reads the following: ""Draw 3 lines extending out from both sides of the triangle within the circle.""",,"Маут смотрит на курицу и гравюры вокруг нее. Затем он читает следующее: «Нарисуй 3 линии, исходящие с обеих сторон треугольника внутри круга».",,"Маут дивиться на курку і гравюри навколо неї. Потім він читає наступне: «Намалюй 3 лінії, що виходять з обох боків трикутника всередині кола».",,,
3999,hero3,loc20,"Mouth clambers across the drawbridge. He stops abruptly, causing the others to bump into him.
""Keep going, Mouth!"" shouts Stef.
""Uh... It's a long way down,"" he replies, his heart in his throat.
""If you don't go, the Fratellis will get us,"" implores Data.
""Move it, already!"" says Stef, shoving Mouth and sending him flying down the slide.
""Ahhhhh!""
Mouth yells as he flies off the end of the slide, narrowly avoiding a spikey death. He splashes down in a shallow lagoon. Stef lands near him, followed by Data. Someone up there must be looking out for them! Better wet than dead, the friends stand up and find themselves staring at a huge pirate ship anchored in the lagoon. It must be the Inferno!","Attach card 17 (map G) so that it lines up with the waterslide above it. 
Move Mikey, Mouth, Data, Stef, Andy, and Brand to the stern of the Inferno (map G). 
Read entry 5999.","Маут карабкается по подъемному мосту. Он резко останавливается, из-за чего остальные врезаются в него.
«Иди дальше, Маут!» — кричит Стеф.
«Э-э... Тут далеко падать», — отвечает он, чувствуя, как сердце уходит в пятки.
«Если ты не пойдешь, нас схватят Фрателли», — умоляет Дата.
«Давай, шевелись!» — говорит Стеф, толкая Маута и отправляя его в полет вниз по горке.
«Ааааа!» — вопит Маут, слетая с конца горки и едва избежав смерти на шипах. Он с плеском падает в мелкую лагуну. Стеф приземляется рядом с ним, а за ней и Дата. Должно быть, кто-то наверху приглядывает за ними! Лучше быть мокрыми, чем мертвыми; друзья встают и понимают, что смотрят на огромный пиратский корабль, стоящий на якоре в лагуне. Должно быть, это «Инферно»!","Присоедините карту 17 (карта G) так, чтобы она совпадала с водной горкой над ней. 
Переместите Майки, Маута, Дату, Стеф, Энди и Брэнда на корму «Инферно» (карта G). 
Прочитайте запись 5999.","Маут дереться по підйомному мосту. Він різко зупиняється, через що інші врізаються в нього.
«Йди далі, Мауте!» — кричить Стеф.
«Е-е... Тут далеко падати», — відповідає він, відчуваючи, як серце йде в п'яти.
«Якщо ти не підеш, нас схоплять Фрателлі», — благає Дата.
«Давай, ворушись!» — каже Стеф, штовхаючи Маута і відправляючи його в політ вниз по гірці.
«Ааааа!» — верещить Маут, злітаючи з кінця гірки і ледь уникнувши смерті на шипах. Він з плескотом падає в мілку лагуну. Стеф приземляється поруч із ним, а за нею і Дата. Мабуть, хтось нагорі наглядає за ними! Краще бути мокрими, ніж мертвими; друзі встають і розуміють, що дивляться на величезний піратський корабель, який стоїть на якорі в лагуні. Мабуть, це «Інферно»!","Приєднайте карту 17 (мапа G) так, щоб вона збігалася з водною гіркою над нею. 
Перемістіть Майкі, Маута, Дату, Стеф, Енді та Бренда на корму «Інферно» (мапа G).
Прочитайте запис 5999.",,
